text,label
"dizziness, shortness of breath",2
"nausea, fatigue",0
"fever, fatigue, shortness of breath",0
"shortness of breath, stomach ache, fever",1
"fatigue, sore throat",1
"fever, dizziness",0
"sore throat, runny nose",0
nausea,2
cough,1
"fever, fatigue, runny nose, sore throat, headache",0
"loss of appetite, chills, nausea",0
sore throat,2
fever,0
fever,2
"fever, muscle pain, dizziness, runny nose",2
"shortness of breath, nausea, fever, sore throat",2
runny nose,1
"fatigue, fever",2
"chills, fatigue, nausea, loss of appetite, fever",2
"muscle pain, loss of appetite, sore throat, fever, dizziness",0
"fatigue, stomach ache, fever, chills, muscle pain",1
"shortness of breath, sore throat, dizziness, nausea",0
"fever, chills, dizziness, shortness of breath, runny nose",0
"fatigue, sore throat, stomach ache, fever",1
"sore throat, muscle pain, cough, chills",1
"stomach ache, sore throat",2
"shortness of breath, cough, runny nose",2
"runny nose, fever, shortness of breath",2
loss of appetite,0
"loss of appetite, fatigue, sore throat",0
"shortness of breath, headache, fever, runny nose, dizziness",0
"fatigue, sore throat, stomach ache, loss of appetite, chills",2
"nausea, sore throat, fever, cough, shortness of breath",0
"dizziness, sore throat, muscle pain, chills, nausea",2
"muscle pain, headache, sore throat",0
"dizziness, stomach ache, chills",2
stomach ache,2
nausea,1
"headache, runny nose, fatigue, muscle pain",0
"fever, headache, muscle pain",0
"cough, muscle pain, shortness of breath, loss of appetite",1
stomach ache,0
cough,0
"chills, runny nose",1
"sore throat, stomach ache",0
"stomach ache, dizziness, runny nose, loss of appetite",1
headache,1
"runny nose, loss of appetite",1
"headache, chills, stomach ache, muscle pain, shortness of breath",0
"shortness of breath, chills, muscle pain, loss of appetite",2
dizziness,2
chills,2
dizziness,0
"fatigue, stomach ache, headache",1
"fatigue, cough",0
cough,2
runny nose,0
"muscle pain, nausea, shortness of breath, fever",1
"headache, chills, fatigue, dizziness, nausea",2
"sore throat, headache",0
"nausea, cough, sore throat, fever",2
"fatigue, fever, loss of appetite",1
"stomach ache, cough, fatigue",0
stomach ache,0
"dizziness, fatigue, cough",0
"loss of appetite, fever, muscle pain",2
cough,0
runny nose,0
"nausea, stomach ache",0
"fever, nausea, loss of appetite, cough",0
"fever, cough, headache, nausea",2
"loss of appetite, fever, shortness of breath, cough, muscle pain",0
"fatigue, loss of appetite, fever",2
muscle pain,1
"nausea, muscle pain",0
"cough, dizziness, chills, loss of appetite",0
"fatigue, fever, sore throat, nausea",1
fatigue,1
"dizziness, runny nose, sore throat, shortness of breath",1
"fatigue, headache, stomach ache, dizziness, chills",0
runny nose,0
"runny nose, loss of appetite, chills",2
"nausea, runny nose",2
"shortness of breath, nausea, headache, fatigue, muscle pain",2
"nausea, shortness of breath",1
cough,0
"dizziness, stomach ache, shortness of breath, nausea, muscle pain",1
"cough, dizziness",0
nausea,2
"dizziness, shortness of breath",0
"fatigue, fever, cough",1
"runny nose, fever, headache, nausea",1
fatigue,1
"headache, fever",0
fever,1
"muscle pain, headache, dizziness, loss of appetite, cough",1
"nausea, cough, dizziness",2
"dizziness, sore throat, loss of appetite, runny nose, fever",0
"runny nose, cough, fever, dizziness",0
"chills, stomach ache, fatigue, loss of appetite, fever",0
stomach ache,0
loss of appetite,1
"shortness of breath, fever, headache",0
"muscle pain, nausea, shortness of breath",1
"fever, sore throat",2
"cough, runny nose, stomach ache, shortness of breath, fatigue",0
dizziness,2
"cough, loss of appetite, chills, fever",0
"shortness of breath, runny nose, headache, fatigue, cough",2
"headache, chills, runny nose, sore throat, fever",2
"headache, chills, cough",0
"fever, loss of appetite, fatigue, stomach ache, sore throat",1
"fatigue, chills, sore throat, runny nose, cough",1
"stomach ache, sore throat",2
"cough, nausea, loss of appetite, chills",0
"headache, nausea, muscle pain",0
headache,2
"nausea, sore throat",1
"chills, sore throat, nausea",2
"stomach ache, runny nose, dizziness, nausea, sore throat",2
"muscle pain, chills, fever, shortness of breath, runny nose",2
"muscle pain, fatigue, dizziness, shortness of breath, loss of appetite",2
"fever, cough, stomach ache, chills",1
muscle pain,2
"loss of appetite, muscle pain, runny nose, sore throat",1
"shortness of breath, stomach ache",1
"fever, nausea, headache, runny nose, fatigue",1
"fatigue, headache, fever",1
"shortness of breath, fever, cough, dizziness",1
"loss of appetite, muscle pain, cough",2
"loss of appetite, fever, chills, cough, runny nose",2
"chills, stomach ache",0
"dizziness, loss of appetite, fever, shortness of breath",0
"nausea, loss of appetite, stomach ache, muscle pain",1
"cough, sore throat, muscle pain, nausea",2
"cough, headache, runny nose, dizziness, shortness of breath",2
"runny nose, shortness of breath",2
"runny nose, cough, chills, stomach ache",2
"muscle pain, shortness of breath, runny nose, stomach ache, dizziness",0
runny nose,1
"nausea, fever, cough, headache, fatigue",0
"runny nose, headache, muscle pain, cough, nausea",0
"nausea, headache, runny nose, sore throat",2
"shortness of breath, fatigue, fever, loss of appetite",1
"fatigue, shortness of breath, stomach ache, fever",2
"stomach ache, muscle pain",2
"nausea, headache, runny nose, chills, fever",1
"headache, fever, cough, muscle pain, runny nose",2
"headache, stomach ache, sore throat, nausea, loss of appetite",1
"runny nose, fatigue",1
"stomach ache, runny nose, headache, muscle pain, cough",0
"nausea, cough",0
"sore throat, chills, muscle pain",1
"fever, cough, dizziness, nausea, shortness of breath",2
stomach ache,1
"stomach ache, cough",2
"muscle pain, fever, sore throat, cough",0
"muscle pain, fever, nausea, cough",0
"cough, sore throat, fatigue",0
"runny nose, shortness of breath, muscle pain, cough",1
"nausea, dizziness, loss of appetite",1
"sore throat, loss of appetite",2
cough,2
"stomach ache, runny nose, nausea",2
"fatigue, nausea, muscle pain, fever",1
fever,2
"muscle pain, headache, stomach ache, runny nose",1
"runny nose, stomach ache, dizziness, cough, muscle pain",2
"sore throat, runny nose, chills, stomach ache",2
"headache, sore throat",0
"loss of appetite, shortness of breath, muscle pain, runny nose, chills",2
nausea,0
"fatigue, headache, chills",1
"shortness of breath, runny nose, dizziness, muscle pain",2
"sore throat, nausea, chills",1
"loss of appetite, nausea, dizziness",0
sore throat,2
"cough, stomach ache, chills, muscle pain, fatigue",0
"fever, sore throat, dizziness",1
"dizziness, headache, stomach ache, nausea",2
"cough, stomach ache, sore throat, shortness of breath",2
"nausea, runny nose, cough",0
"runny nose, chills, fever, stomach ache, headache",0
"stomach ache, nausea, dizziness, sore throat",1
"stomach ache, fatigue, shortness of breath",0
"chills, stomach ache",0
"loss of appetite, muscle pain, chills",2
fatigue,2
"cough, muscle pain, fever, sore throat, fatigue",0
fatigue,1
nausea,0
"cough, muscle pain, dizziness",0
"sore throat, nausea",0
"fever, runny nose, headache, fatigue",0
"stomach ache, runny nose, dizziness, muscle pain",2
fever,0
"stomach ache, sore throat, muscle pain, runny nose, dizziness",1
"nausea, runny nose",2
"headache, nausea, dizziness",2
"fatigue, muscle pain, stomach ache, cough, runny nose",2
"runny nose, nausea, dizziness, shortness of breath, fever",2
sore throat,2
"fever, cough, runny nose",2
cough,1
"shortness of breath, nausea, fatigue, muscle pain",1
"fever, muscle pain, stomach ache, runny nose, dizziness",2
"muscle pain, sore throat",1
"chills, runny nose, loss of appetite",2
"shortness of breath, cough, sore throat, muscle pain",0
chills,2
"chills, muscle pain, cough, loss of appetite",2
"sore throat, muscle pain, cough, chills, headache",1
muscle pain,2
"muscle pain, runny nose, dizziness",2
"loss of appetite, nausea, headache",1
"dizziness, muscle pain, chills, cough, headache",2
"fatigue, runny nose, cough, nausea, dizziness",1
"nausea, muscle pain, stomach ache",0
"fever, cough, dizziness",0
"sore throat, muscle pain",2
fever,0
"fatigue, nausea, loss of appetite, sore throat, headache",1
"fever, dizziness, nausea, sore throat",0
"stomach ache, cough, chills, sore throat",0
fatigue,0
"shortness of breath, loss of appetite, cough, headache, sore throat",0
"shortness of breath, muscle pain, chills",2
"loss of appetite, sore throat",2
cough,1
"dizziness, chills, fever, stomach ache, loss of appetite",1
"cough, muscle pain, chills, shortness of breath, runny nose",2
"nausea, fever",1
"chills, nausea, cough, fever",0
"nausea, runny nose, cough, fatigue, stomach ache",0
"dizziness, muscle pain, chills, nausea, loss of appetite",2
"cough, nausea",2
"stomach ache, fever, dizziness, sore throat, nausea",1
"cough, stomach ache, runny nose",2
"stomach ache, fatigue",0
"loss of appetite, headache, muscle pain, cough, fever",2
"chills, dizziness",2
"fever, muscle pain, sore throat, nausea, fatigue",2
"sore throat, fever, dizziness, muscle pain",1
"dizziness, runny nose",1
"cough, headache, muscle pain, dizziness",0
"loss of appetite, shortness of breath, fatigue, stomach ache",0
"runny nose, shortness of breath",1
"muscle pain, cough",1
"muscle pain, chills, shortness of breath, sore throat",1
"muscle pain, shortness of breath, loss of appetite, stomach ache",1
"dizziness, fatigue",1
stomach ache,0
dizziness,0
"fatigue, fever, cough, shortness of breath",1
"headache, muscle pain, cough",1
"dizziness, runny nose, muscle pain",1
"shortness of breath, fever",1
cough,1
"muscle pain, headache",0
"fatigue, shortness of breath, muscle pain, stomach ache",2
shortness of breath,0
"fatigue, nausea, loss of appetite, fever",1
"sore throat, nausea, fatigue, cough, shortness of breath",2
"fever, dizziness, chills",1
headache,0
"nausea, fever, fatigue",0
"chills, fatigue",1
"shortness of breath, runny nose, fatigue, sore throat, cough",0
dizziness,0
sore throat,1
"runny nose, loss of appetite, dizziness, shortness of breath",0
"muscle pain, stomach ache, fever",1
"cough, fatigue",0
"headache, chills, muscle pain, dizziness",2
"sore throat, stomach ache, dizziness, loss of appetite, muscle pain",0
fatigue,1
"headache, loss of appetite, shortness of breath",2
loss of appetite,0
"headache, fever, shortness of breath, muscle pain",2
"dizziness, stomach ache, chills",0
"chills, muscle pain, sore throat, headache",2
headache,1
"loss of appetite, sore throat, headache, shortness of breath",2
"loss of appetite, nausea, stomach ache, runny nose, fatigue",0
"runny nose, cough, fever, headache",2
"stomach ache, muscle pain, nausea, chills, loss of appetite",0
"sore throat, fever, cough, chills",2
"headache, fever",0
runny nose,2
"dizziness, stomach ache, muscle pain",0
"cough, runny nose, stomach ache, muscle pain, sore throat",2
"fatigue, nausea, stomach ache",0
"fatigue, loss of appetite, dizziness",2
"sore throat, muscle pain, chills, fever, shortness of breath",2
"fever, sore throat, stomach ache",1
"fever, nausea",0
"dizziness, nausea, shortness of breath, chills",0
"loss of appetite, muscle pain",1
"stomach ache, muscle pain, shortness of breath",1
chills,1
"runny nose, muscle pain, sore throat, shortness of breath, loss of appetite",2
"loss of appetite, runny nose, fatigue, fever",2
"headache, shortness of breath",1
headache,0
"cough, shortness of breath",2
"loss of appetite, sore throat, chills",1
cough,2
fever,1
sore throat,2
"runny nose, chills, dizziness, muscle pain",0
"runny nose, dizziness",1
stomach ache,1
"dizziness, headache, runny nose, muscle pain, nausea",0
"dizziness, runny nose",0
"muscle pain, runny nose, nausea, stomach ache, headache",1
"headache, chills",2
fatigue,0
"fatigue, stomach ache, runny nose, shortness of breath, muscle pain",1
sore throat,1
"muscle pain, stomach ache, fever",1
"loss of appetite, chills, fever, sore throat",1
"runny nose, fatigue, fever",2
"chills, fatigue, fever, muscle pain",2
"stomach ache, muscle pain, dizziness, headache",1
"sore throat, stomach ache, fatigue, nausea",1
"nausea, runny nose, fever",2
"sore throat, fever, loss of appetite, dizziness, cough",1
"muscle pain, shortness of breath, nausea, chills",1
"cough, muscle pain, nausea, runny nose, loss of appetite",1
"nausea, fatigue, cough",0
chills,0
shortness of breath,1
"fever, dizziness",0
"stomach ache, loss of appetite, fever, nausea, headache",2
"cough, headache, chills",2
"shortness of breath, chills, stomach ache",1
"loss of appetite, fever, dizziness, fatigue",2
stomach ache,2
"cough, chills, loss of appetite, shortness of breath, muscle pain",1
runny nose,2
"sore throat, loss of appetite, chills, headache, stomach ache",1
"loss of appetite, stomach ache, dizziness",1
"sore throat, fatigue, cough, nausea",0
"headache, stomach ache, dizziness",1
loss of appetite,1
"nausea, fever, headache, runny nose",2
"headache, cough, sore throat, fatigue",1
"headache, cough",2
headache,1
"shortness of breath, stomach ache, muscle pain, fatigue, nausea",2
"muscle pain, fever",2
fever,0
"runny nose, fatigue, dizziness, headache, shortness of breath",1
"cough, stomach ache, muscle pain, chills, sore throat",2
"sore throat, headache, shortness of breath",0
"cough, sore throat, stomach ache, runny nose, headache",2
"chills, shortness of breath, headache, loss of appetite, sore throat",2
"chills, nausea",2
"fatigue, dizziness, cough",1
"muscle pain, headache",0
"runny nose, fatigue, cough, muscle pain",0
fatigue,2
"runny nose, nausea, headache, shortness of breath, loss of appetite",1
"nausea, shortness of breath, dizziness, chills",0
shortness of breath,0
"chills, headache, dizziness, muscle pain",2
"fatigue, cough, headache, nausea, stomach ache",1
shortness of breath,2
"chills, stomach ache, muscle pain, loss of appetite, sore throat",2
"loss of appetite, stomach ache, dizziness, sore throat",1
nausea,1
muscle pain,1
runny nose,2
"fever, nausea, muscle pain, loss of appetite, headache",2
"headache, cough, runny nose, loss of appetite",1
"nausea, muscle pain, fever, headache, stomach ache",0
"muscle pain, headache, cough, nausea, dizziness",1
"chills, dizziness",0
